COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4;GYROX;GYROY;TIMESTAMP;ES_TIMESTAMP;FUNC_ID;FUNC_VALUE;MARKER;SYNC_SIGNAL
122;0;465;4285,12820512821;4165,64102564103;4303,58974358974;4365,12820512821;4305,12820512821;4456,92307692308;4576,41025641026;3995,89743589744;4417,4358974359;4149,74358974359;4400,51282051282;4293,84615384615;4130,76923076923;4921,53846153846;1592;1737;72,402;15,3725862503052;0;0;0;0
123;0;452;4293,84615384615;4169,74358974359;4311,79487179487;4371,79487179487;4306,66666666667;4460,51282051282;4583,58974358974;4001,53846153846;4424,10256410256;4152,82051282051;4403,07692307692;4301,53846153846;4140,51282051282;4933,33333333333;1592;1736;72,411;15,3725862503052;0;0;0;0
124;0;352;4295,89743589744;4172,30769230769;4311,79487179487;4375,89743589744;4310,76923076923;4463,58974358974;4586,66666666667;4008,71794871795;4428,20512820513;4163,58974358974;4408,71794871795;4305,64102564103;4150,25641025641;4941,02564102564;1592;1736;72,418;15,3725862503052;0;0;0;0
125;0;395;4300;4174,8717948718;4309,23076923077;4374,35897435897;4313,33333333333;4466,15384615385;4587,17948717949;4012,30769230769;4431,28205128205;4175,89743589744;4417,4358974359;4308,71794871795;4152,82051282051;4943,07692307692;1592;1735;72,426;15,3725862503052;0;0;0;0
126;0;465;4306,66666666667;4179,48717948718;4314,35897435897;4371,28205128205;4315,89743589744;4469,74358974359;4590,76923076923;4014,8717948718;4435,89743589744;4185,12820512821;4428,71794871795;4312,82051282051;4153,84615384615;4944,61538461539;1592;1737;72,435;15,3725862503052;0;0;0;0
127;0;452;4308,20512820513;4178,97435897436;4318,46153846154;4372,30769230769;4318,97435897436;4472,30769230769;4593,33333333333;4015,38461538462;4435,89743589744;4193,33333333333;4433,84615384615;4314,35897435897;4151,79487179487;4946,66666666667;1592;1736;72,443;15,3725862503052;0;0;0;0
128;0;352;4299,48717948718;4171,28205128205;4315,38461538462;4371,79487179487;4317,4358974359;4468,71794871795;4591,28205128205;4010,76923076923;4432,30769230769;4193,33333333333;4430,25641025641;4308,71794871795;4146,15384615385;4941,53846153846;1591;1736;72,449;15,3725862503052;0;0;0;0
0;0;466;4297,4358974359;4168,20512820513;4316,41025641026;4367,69230769231;4315,38461538462;4466,15384615385;4590,25641025641;4011,79487179487;4432,82051282051;4186,66666666667;4429,23076923077;4306,15384615385;4145,12820512821;4940;1593;1734;72,458;15,3725862503052;0;0;0;0
1;0;410;4311,79487179487;4177,4358974359;4322,05128205128;4372,82051282051;4318,97435897436;4471,28205128205;4597,4358974359;4017,94871794872;4432,82051282051;4191,28205128205;4433,84615384615;4312,30769230769;4150,25641025641;4945,12820512821;1591;1734;72,466;15,5289707183838;0;0;0;0
2;0;497;4318,46153846154;4187,17948717949;4324,10256410256;4381,53846153846;4322,5641025641;4473,33333333333;4602,5641025641;4016,41025641026;4427,17948717949;4200,51282051282;4438,46153846154;4314,35897435897;4152,30769230769;4943,58974358974;1593;1736;72,473;15,5289707183838;0;0;0;0
